Gene_model,Gene_type,Description
AT1G34790,protein_coding,"Description: Encodes a zinc finger protein; involved in photomorphogenesis; flavonoid biosynthesis, flower and seed development., Other Name: TT1;WIP domain protein 1;WIP1;transparent testa 1, Keywords: flavonoid biosynthetic process;primary root development;regulation of gene expression;nucleus;nucleus;DNA-binding transcription factor activity;seed,"
AT1G61120,protein_coding,"Description: Encodes a geranyllinalool synthase that produces a precursor to TMTT; a volatile plant defense C16-homoterpene. GES transcript levels rise in response to alamethicin, a fungal peptide mixture that damages membranes. This transcriptional response is blocked in JA biosynthetic and JA signaling mutants, but GES transcript levels still rise in response to alamethicin in mutants with salicylic acid and ethylene biosynthetic and/or signaling defects. GES transcripts also accumulate in response to a larval infestation. This enzyme does not localize to the plastids, and it may be present in the cytosol or endoplasmic reticulum. The mRNA is cell-to-cell mobile., Other Name: GERANYLLINALOOL SYNTHASE;GES;TERPENE SYNTHASE 4;TPS04;TPS4;Terpene Synthase 04, Keywords: diterpenoid biosynthetic process;response to jasmonic acid;response to singlet oxygen;response to wounding;diterpenoid biosynthetic process;response to bacterium;response to herbivore;chloroplast;plastid;(E,E)-geranyllinalool synthase activity;magnesium ion binding;terpene synthase activity;LP.04 four leaves visible stage;LP.06 six leaves visible stage;flowering stage;petal differentiation and expansion stage;anther;collective leaf structure;filament;floral organ abscission zone;guard cell;leaf apex;petal;sepal;stamen;stem;stigma;vascular leaf;cell-to-cell mobile RNA,"
AT1G61130,protein_coding,"Description: serine carboxypeptidase-like 32;(source:Araport11), Other Name: SCPL32;SERINE CARBOXYPEPTIDASE-LIKE 32, Keywords: biological_process;extracellular region;serine-type carboxypeptidase activity;flowering stage;flower;pollen;root,"
AT1G34110,protein_coding,"Description: Leucine-rich receptor-like protein kinase family protein;(source:Araport11), Other Name: RGF1 INSENSITIVE 5;RGI5, Keywords: regulation of root meristem growth;hormone-mediated signaling pathway;plasma membrane;plasma membrane;ATP binding;peptide receptor activity;protein binding;protein kinase activity;protein serine/threonine kinase activity;signaling receptor activity;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;carpel;collective leaf structure;flower;flower pedicel;guard cell;hypocotyl;petal;plant embryo;root;seed;sepal;shoot apex;stem;vascular leaf,"
AT1G12070,protein_coding,"Description: Immunoglobulin E-set superfamily protein;(source:Araport11), Other Name: N/A, Keywords: Rho protein signal transduction;cytosol;membrane;cytoplasm;Rho GDP-dissociation inhibitor activity;L mature pollen stage;M germinated pollen stage;flowering stage;petal differentiation and expansion stage;plant embryo globular stage;carpel;collective leaf structure;flower;flower pedicel;petal;plant embryo;pollen;pollen tube cell;sepal;stamen,"
AT1G12040,protein_coding,"Description: encodes a a chimeric leucine-rich repeat/extensin protein that regulates root hair morphogenesis and elongation. Null mutants develop root hairs that frequently abort; swell, or branch. Gene is expressed in root hair cells and protein is specifically localized in the wall of the hair proper. The mRNA is cell-to-cell mobile., Other Name: LEUCINE-RICH REPEAT/EXTENSIN 1;LRX1, Keywords: cell morphogenesis;trichoblast differentiation;unidimensional cell growth;plant-type cell wall;plasmodesma;histidine phosphotransfer kinase activity;structural constituent of cell wall;root;root hair cell;trichoblast;cell-to-cell mobile RNA,"
AT1G61210,protein_coding,"Description: DWA3 encodes a DWD(DDB1 binding WD40) protein. Invitro analyses suggest its involvement in the negative regulation  of ABA responses.One of four katanin p80 subunits. Involved in targeting of katanin complex to crossover and branch points to properly sever microtubules., Other Name: DWA3;DWD hypersensitive to ABA 3;KATANIN P80 SUBUNIT 2;KTN80.2, Keywords: cortical microtubule organization;microtubule severing;response to abscisic acid;response to salt stress;microtubule depolymerization;microtubule severing;regulation of unidimensional cell growth;microtubule cytoskeleton;Cul4-RING E3 ubiquitin ligase complex;katanin complex;microtubule binding;protein binding;LP.08 eight leaves visible stage;flowering stage;petal differentiation and expansion stage;plant embryo cotyledonary stage;collective leaf structure;flower;guard cell;inflorescence meristem;plant embryo;seed;sepal;shoot apex;shoot system;stem;vascular leaf,"
AT1G61140,protein_coding,"Description: SNF2 domain-containing protein / helicase domain-containing protein / zinc finger protein-like protein;(source:Araport11), Other Name: EDA16;FRG4;SNF2-RING-HELICASE?LIKE 4;embryo sac development arrest 16, Keywords: embryo sac development;DNA repair;nucleus;nucleus;ATP binding;ATP-dependent activity, acting on DNA;L mature pollen stage;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;M germinated pollen stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;plant sperm cell;pollen;pollen tube cell;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
AT1G11880,protein_coding,"Description: transferases; transferring hexosyl groups;(source:Araport11), Other Name: N/A, Keywords: GPI anchor biosynthetic process;endoplasmic reticulum membrane;mannosyltransferase complex;mannosyltransferase activity;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;carpel;collective leaf structure;flower;guard cell;leaf apex;leaf lamina base;plant embryo;root;seed;sepal;shoot apex,"
AT1G11870,protein_coding,"Description: Seryl-tRNA synthetase targeted to chloroplasts and mitochondria. Its inactivation causes developmental arrest of chloroplasts and mitochondria in Nicotiana benthamiana., Other Name: ATSRS;OVA7;SERYL-TRNA SYNTHETASE;SRS;ovule abortion 7, Keywords: chloroplast organization;mitochondrion organization;plant ovule development;tRNA aminoacylation;mitochondrial seryl-tRNA aminoacylation;cytosol;mitochondrion;chloroplast;cytoplasm;cytosol;mitochondrion;serine-tRNA ligase activity;tRNA binding;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;root;rosette leaf;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf,"
AT1G65890,protein_coding,"Description: acyl activating enzyme 12;(source:Araport11), Other Name: AAE12;ACYL ACTIVATING ENZYME 12, Keywords: chloroplast;molecular_function;petal differentiation and expansion stage;flower;hypocotyl;leaf apex,"
AT1G53300,protein_coding,"Description: Encodes one of the 36 carboxylate clamp (CC)-tetratricopeptide repeat (TPR) proteins (Prasad 2010; Pubmed ID: 20856808) with potential to interact with Hsp90/Hsp70 as co-chaperones. The TTL family is required for osmotic stress tolerance and male sporogenesis. The mRNA is cell-to-cell mobile., Other Name: TTL1;tetratricopeptide-repeat thioredoxin-like 1, Keywords: response to osmotic stress;positive regulation of abscisic acid-activated signaling pathway;response to abscisic acid;response to osmotic stress;response to salt stress;cytoplasm;nucleus;molecular_function;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.06 six leaves visible stage;LP.08 eight leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;carpel;cauline leaf;collective leaf structure;cotyledon;flower;flower pedicel;guard cell;hypocotyl;inflorescence meristem;leaf apex;leaf lamina base;petal;petiole;plant embryo;pollen;root;seed;sepal;shoot apex;shoot system;stamen;stem;vascular leaf;cell-to-cell mobile RNA,"
AT1G57780,protein_coding,"Description: heavy-metal-associated domain-containing protein;(source:Araport11), Other Name: ATHMP11;HEAVY METAL ASSOCIATED PROTEIN 11, Keywords: biological_process;nucleus;molecular_function;petal differentiation and expansion stage;flower,"
AT1G65850,protein_coding,"Description: Disease resistance protein (TIR-NBS-LRR class) family;(source:Araport11), Other Name: N/A, Keywords: defense response;signal transduction;chloroplast;nucleus;ADP binding;LP.02 two leaves visible stage;LP.04 four leaves visible stage;flowering stage;petal differentiation and expansion stage;plant embryo bilateral stage;collective leaf structure;flower;hypocotyl;plant embryo;root;stamen;stem;vascular leaf,"
AT1G57820,protein_coding,"Description: Encodes a 645-amino acid methylcytosine-binding protein with a PHD domain; two RING finger domains, and an SRA domain that is involved in centromere heterochromatinization. This protein functions as an E3 ubiquitin ligase in vitro.  The protein has been shown to bind to methylated cytosines of CG, CNG and CNN motifs via its SRA domain but has a preference for the former. It plays a role in the establishment/maintenance of chromatin structure during cell division and is localized in the nucleus. Plants over-expressing VIM1/ORTH2 show an inhibition in root growth and a delay in flowering. Both over-expression of GFP:ORTH2 and loss of ORTH2/VIM1 lead to decreased levels of DNA methylation. GFP:ORTH2 over-expressers also have increased levels of FWA transcripts., Other Name: ORTH2;ORTHRUS 2;VARIANT IN METHYLATION 1;VIM1, Keywords: cell division;chromatin organization;pericentric heterochromatin formation;protein ubiquitination;negative regulation of gene expression via chromosomal CpG island methylation;protein ubiquitination;chromocenter;nucleus;chromatin binding;double-stranded methylated DNA binding;histone binding;methyl-CpG binding;methyl-CpNpG binding;methyl-CpNpN binding;ubiquitin protein ligase activity;ubiquitin-protein transferase activity;LP.02 two leaves visible stage;LP.04 four leaves visible stage;LP.10 ten leaves visible stage;LP.12 twelve leaves visible stage;flowering stage;mature plant embryo stage;petal differentiation and expansion stage;plant embryo bilateral stage;plant embryo cotyledonary stage;plant embryo globular stage;vascular leaf senescent stage;cauline leaf;collective leaf structure;flower;flower meristem;flower pedicel;guard cell;hypocotyl;leaf apex;leaf lamina base;petal;petiole;plant embryo;plant sperm cell;root;seed;sepal;shoot apex;shoot system;vascular leaf,"
AT1G06660,protein_coding,"Description: Encodes JASON.  jason mutant produces diploid male gametes leading to triploid progeny. Diploid gametes in the jason mutant are generated by a defect in male meiosis II.Required to maintain organelle position during male meiosis which stabilizes spindle positioning.Two isoforms of JAS have been observed; a longer version containing a basic N-terminus that is necessary and sufficient for Golgi localization; and a shorter version that is located in the plasma membrane. Both isoforms areproduced in roots but the short form  is predominant and functional during meiosis., Other Name: JASON, Keywords: male meiosis II;microsporogenesis;regulation of DNA-templated transcription;establishment of meiotic spindle localization;microsporogenesis;organelle localization;endomembrane system;plasma membrane;Golgi apparatus;nucleus;plant-type vacuole membrane;molecular_function;guard cell,"
AT1G06520,protein_coding,"Description: sn-glycerol-3-phosphate 2-O-acyltransferase. Expressed in flower buds and siliques. Homozygous mutant plants are male sterile., Other Name: ATGPAT1;GLYCEROL-3-PHOSPHATE SN-2-ACYLTRANSFERASE 1;GLYCEROL-3-PHOSPHATE sn-2-ACYLTRANSFERASE 1;GPAT1;SN-2-GPAT1, Keywords: pollen sperm cell differentiation;cutin biosynthetic process;membrane;membrane;mitochondrion;glycerol-3-phosphate 2-O-acyltransferase activity;phosphatase activity;LP.04 four leaves visible stage;flowering stage;petal differentiation and expansion stage;plant embryo cotyledonary stage;plant embryo globular stage;carpel;collective leaf structure;flower;flower pedicel;fruit;guard cell;hypocotyl;inflorescence meristem;petal;plant embryo;pollen;root;seed;sepal;stamen;stem;vascular leaf,"
